6707A57B-18DB-4F8E-918E-ECAD49ED4487,"Active",4800.00,4800.00,4800.00,"1500: Department of Justice","1544: U.S. MARSHALS SERVICE","1500: Department of Justice","1544: U.S. MARSHALS SERVICE","15M300: U.S. MARSHALS SERVICE","1544: U.S. MARSHALS SERVICE","15M300: U.S. MARSHALS SERVICE","X",09/15/2016,09/15/2016,09/30/2016,09/30/2016,"","PO Purchase Order","","J: FIRM FIXED PRICE","","B: PLAN NOT REQUIRED","","","X: NOT APPLICABLE","","X: NOT APPLICABLE","","","","IGF::OT::IGF REMOTE SPEAKER MIC","Y: YES","1","NONE: NONE","15","4575","","","","","","","MAGNUM ELECTRONICS, INC","","","","","","","","","927 HORSEPOND RD","","","DOVER","DE","199017221","USA: UNITED STATES OF AMERICA","DE","00","00","786404830","19901","786404830","786404830","3027349250","3027341056","08/07/2000","08/22/2017","MAGNUM ELECTRONICS, INC","","","DOVER","DE: Delaware","USA: UNITED STATES OF AMERICA","199017221","DE00","DE00","58","5810: COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS","","","334290","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","D: MFG IN U.S.","A: U.S. OWNED BUSINESS","1544: U.S. MARSHALS SERVICE","DJM16A37P0219","0","0",2016,"","","","","F: COMPETED UNDER SAP",":","3","D: COMMERCIAL ITEM PROCEDURES NOT USED","N: NO","","N","","SP1: SIMPLIFIED ACQUISITION","SBA: SMALL BUSINESS SET ASIDE - TOTAL","N","NONE: NO PREFERENCE USED","N","","","OTHER",18,1500000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,"S: SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","Y",N,N,N,N,N,N,N,"Y","N","N","","false","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","N: NO","N","N","N","","","","","","","","","","","","X: NOT APPLICABLE",9/15/2016
0EC5DBEF-5433-4AAD-8B1E-03DA44C94C0B,"Active",-17225.32,-17225.32,-17225.32,"7000: Department of Homeland Security","7001: OFFICE OF PROCUREMENT OPERATIONS","7000: Department of Homeland Security","7001: OFFICE OF PROCUREMENT OPERATIONS","70RFP3: FPS EAST CCG DIV 3 ACQ DIV","7001: OFFICE OF PROCUREMENT OPERATIONS","70RCNP: DIR FOR NPPD","X",09/14/2016,09/14/2016,03/31/2016,03/31/2016,"","DO Delivery Order","K: CLOSE OUT","J: FIRM FIXED PRICE","","","","N: NO","N: NO - SERVICE WHERE PBA IS NOT USED.","","X: NOT APPLICABLE","Z: NOT APPLICABLE","N: No","","IGF::CL,CT::IGF STATE OF DELAWARE PROTECTIVE SECURITY OFFICER (PSO) SERVICES","N: NO","1","NONE: NONE","70","0542","","","","","","","FRONTLINE SECURITY SERVICES, LLC","","","","","","","","","3111 HUBBARD RD","","","HYATTSVILLE","MD","207852022","USA: UNITED STATES OF AMERICA","MD","04","04","196900596","207852022","196900596","196900596","3014528595","","10/03/2008","08/27/2014","FRONTLINE SECURITY SERVICES, LLC","","","WILMINGTON","DE: Delaware","USA: UNITED STATES OF AMERICA","198013519","DE00","DE00","S","S206: HOUSEKEEPING- GUARD","","","561612","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","C: NOT A MANUFACTURED END PRODUCT","A: U.S. OWNED BUSINESS","7001: OFFICE OF PROCUREMENT OPERATIONS","HSHQE316J00001","P00004","0",2016,"7001","HSHQE314D00001","0","","D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES",":","6","A: COMMERCIAL ITEM","N: NO","","N","","NP: NEGOTIATED PROPOSAL/QUOTE","SDVOSBC: SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE","N","NONE: NO PREFERENCE USED","Y","","","CORPORATE NOT TAX EXEMPT",65,5000000,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,"S: SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","Y",N,N,N,N,N,N,N,"N","Y","N","","false","N","N","Y","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","N: NO","Y","N","N","","","","","","","","","","","","X: NOT APPLICABLE",9/14/2016
D40F107F-0B19-4311-9DFA-89DFE1C0C0A1,"Active","","","","9700: Department of Defense","5700: DEPT OF THE AIR FORCE","9700: Department of Defense","5700: DEPT OF THE AIR FORCE","FA4497: FA4497  436 CONS LGC","5700: DEPT OF THE AIR FORCE","F1Q3CS: 436 CES","X",04/27/2016,04/21/2016,04/29/2016,04/29/2016,"","DO Delivery Order","B: SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","J: FIRM FIXED PRICE","","","","N: NO","X: NOT APPLICABLE","","X: NOT APPLICABLE","Z: NOT APPLICABLE","Y: Yes","","IGF::CL::IGF VIDEO SURVEILLANCE EXTEND POP","N: NO","1","NONE: NONE","","","","","","","","","AMERICAN SYSTEMS CORPORATION","","","","","","","","","14151 PARK MEADOW DR STE 500","","","CHANTILLY","VA","201514230","USA: UNITED STATES OF AMERICA","VA","10","10","077799799","201514230","077799799","077799799","7039685225","7039685151","04/24/2002","03/28/2015","AMERICAN SYSTEMS CORPORATION","","","DOVER AFB","DE: Delaware","USA: UNITED STATES OF AMERICA","199025639","DE00","DE00","63","6350: MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS","000: NONE","S1: SERVICES","517110","Z: NOT IT PRODUCTS OR SERVICES","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","U: UNKNOWN","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","D: MFG IN U.S.","A: U.S. OWNED BUSINESS","9700: DEPT OF DEFENSE","5R01","2","0",2016,"9700","FA873214D0019","0","","D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES",":","2","D: COMMERCIAL ITEM PROCEDURES NOT USED","N: NO","","N","","MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","SBA: SMALL BUSINESS SET ASIDE - TOTAL","N","NONE: NO PREFERENCE USED","Y","","FAIR","CORPORATE NOT TAX EXEMPT",1490,255000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,"S: SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","Y",N,N,N,N,N,N,N,"Y","N","N","","false","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","Y: YES","Y","Y","N","","","","","","","","","","","","X: NOT APPLICABLE",4/27/2016
02A1BFC8-086A-4716-AFF0-30F91C023F99,"Active",347279.76,347279.76,347279.76,"1500: Department of Justice","1544: U.S. MARSHALS SERVICE","1000: The Judicial Branch","1544: U.S. MARSHALS SERVICE","15M200: US DOJ, USMS OFC SECURITY CONTRACTS","1027: ADMINISTRATIVE OFFICE OF THE U.S. COURTS","103299: AOUSC","X",07/07/2016,07/07/2016,09/30/2016,09/30/2016,"","DO Delivery Order","C: FUNDING ONLY ACTION","Y: TIME AND MATERIALS","","","","N: NO","N: NO - SERVICE WHERE PBA IS NOT USED.","","X: NOT APPLICABLE","","N: No","","COURT SECURITY OFFICER SERVICES FOR THE DISTRICT OF DELAWARE (15). IGF::OT::IGF","N: NO","1","NONE: NONE","10","0930","003","","","","","","AKAL SECURITY, INC","","","","","","","","","7 INFINITY LOOP","","","ESPANOLA","NM","875326737","USA: UNITED STATES OF AMERICA","NM","03","03","017711888","875326737","017711888","017711888","5056926698","5057537346","07/23/2001","04/25/2012","AKAL SECURITY, INC.","","","WILMINGTON","DE: Delaware","USA: UNITED STATES OF AMERICA","198011100","DE00","DE00","S","S206: HOUSEKEEPING- GUARD","","","561612","","Y: Transaction uses GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","C: NOT A MANUFACTURED END PRODUCT","A: U.S. OWNED BUSINESS","1544: U.S. MARSHALS SERVICE","DJM16D15D0015","12","0",2016,"1544","DJMS11D0503","0","","A: FULL AND OPEN COMPETITION",":","25","D: COMMERCIAL ITEM PROCEDURES NOT USED","N: NO","","N","","NP: NEGOTIATED PROPOSAL/QUOTE","NONE: NO SET ASIDE USED.","N","NONE: NO PREFERENCE USED","Y","","","CORPORATE NOT TAX EXEMPT",9165,545331520,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,"O: OTHER THAN SMALL BUSINESS","N","N","N",N,N,N,N,N,"","Y","N","N",N,N,N,N,N,N,N,"N","N","N","","false","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","X: NOT APPLICABLE","Y","X","N","","Matt  Branigan",525000.00,"Dave  Garlock",258000.00,"Joseph  Trindal",225000.00,"Janet  Gunn",175000.00,"Michael  Prudhomme",175000.00,"X: NOT APPLICABLE",7/14/2016
6036585B-798E-4A5F-AD7B-A97A818DEDE7,"Active",5220.00,5220.00,5220.00,"1500: Department of Justice","1544: U.S. MARSHALS SERVICE","1500: Department of Justice","1544: U.S. MARSHALS SERVICE","15M300: U.S. MARSHALS SERVICE","1544: U.S. MARSHALS SERVICE","15M300: U.S. MARSHALS SERVICE","X",07/19/2016,07/19/2016,09/30/2016,09/30/2016,"","PO Purchase Order","","J: FIRM FIXED PRICE","","B: PLAN NOT REQUIRED","","","X: NOT APPLICABLE","","X: NOT APPLICABLE","","","","IGF::OT::IGF REMOTE SPEAKER MIC","Y: YES","1","NONE: NONE","15","4575","","","","","","","MAGNUM ELECTRONICS, INC","","","","","","","","","927 HORSEPOND RD","","","DOVER","DE","199017221","USA: UNITED STATES OF AMERICA","DE","00","00","786404830","19901","786404830","786404830","3027349250","3027341056","08/07/2000","09/09/2016","","","","DOVER","DE: Delaware","USA: UNITED STATES OF AMERICA","199017221","DE00","DE00","58","5810: COMMUNICATIONS SECURITY EQUIPMENT AND COMPONENTS","","","334290","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","D: MFG IN U.S.","A: U.S. OWNED BUSINESS","1544: U.S. MARSHALS SERVICE","DJM16A37P0202","0","0",2016,"","","","","F: COMPETED UNDER SAP",":","3","D: COMMERCIAL ITEM PROCEDURES NOT USED","N: NO","","N","","SP1: SIMPLIFIED ACQUISITION","SBA: SMALL BUSINESS SET ASIDE - TOTAL","N","NONE: NO PREFERENCE USED","N","","","OTHER",18,1500000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,"S: SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","Y",N,N,N,N,N,N,N,"Y","N","N","","false","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","N: NO","N","N","N","","","","","","","","","","","","X: NOT APPLICABLE",7/19/2016
4C1BF67F-515C-4156-A9F3-BBD7874DEB1E,"Active",154934.10,154934.10,154934.10,"7000: Department of Homeland Security","7001: OFFICE OF PROCUREMENT OPERATIONS","7000: Department of Homeland Security","7001: OFFICE OF PROCUREMENT OPERATIONS","70RFP3: FPS EAST CCG DIV 3 ACQ DIV","7001: OFFICE OF PROCUREMENT OPERATIONS","70RCNP: DIR FOR NPPD","X",08/17/2016,08/18/2016,09/30/2016,09/30/2016,"","DO Delivery Order","","Z: LABOR HOURS","","","","N: NO","N: NO - SERVICE WHERE PBA IS NOT USED.","","X: NOT APPLICABLE","","N: No","","IGF::CL,CT::IGF PROTECTIVE SERVICE OFFICERS (PSO) THROUGHOUT THE STATE OF DELAWARE","N: NO","1","NONE: NONE","70","0542","","","","","","","PARAGON SYSTEMS, INC","","","","","","","","","13655 DULLES TECHNOLOGY DR STE 100","","","HERNDON","VA","201714633","USA: UNITED STATES OF AMERICA","VA","11","11","175357672","201714633","175357672","355790924","7032637176","7032639527","03/12/2002","07/31/2014","SECURITAS AB","","","WILMINGTON","DE: Delaware","USA: UNITED STATES OF AMERICA","198011100","DE00","DE00","S","S206: HOUSEKEEPING- GUARD","","","561612","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","C: NOT A MANUFACTURED END PRODUCT","A: U.S. OWNED BUSINESS","7001: OFFICE OF PROCUREMENT OPERATIONS","HSHQE316J00030","0","0",2016,"7001","HSHQE313D00002","0","","A: FULL AND OPEN COMPETITION",":","18","A: COMMERCIAL ITEM","N: NO","","N","","NP: NEGOTIATED PROPOSAL/QUOTE","NONE: NO SET ASIDE USED.","N","NONE: NO PREFERENCE USED","Y","","","CORPORATE NOT TAX EXEMPT",4500,101000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,"O: OTHER THAN SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","Y",N,N,N,N,N,N,N,"N","N","N","","false","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","N: NO","Y","N","N","","Leslie  Kaciban, Jr.",1232471.00,"Kevin M Sandkuhler",930301.00,"Robert L Rubin",693616.00,"Ronald L Cunigan",563832.00,"Ilene L Reiter",362578.00,"X: NOT APPLICABLE",8/17/2016
AA27971B-E9F6-42FA-8C64-AEEC76C93EEB,"Active",6629.67,6629.67,6629.67,"7000: Department of Homeland Security","7001: OFFICE OF PROCUREMENT OPERATIONS","7000: Department of Homeland Security","7001: OFFICE OF PROCUREMENT OPERATIONS","70RFP3: FPS EAST CCG DIV 3 ACQ DIV","7001: OFFICE OF PROCUREMENT OPERATIONS","70RCNP: DIR FOR NPPD","X",09/28/2016,09/28/2016,09/30/2016,09/30/2016,"","DO Delivery Order","C: FUNDING ONLY ACTION","Z: LABOR HOURS","","","","N: NO","N: NO - SERVICE WHERE PBA IS NOT USED.","","X: NOT APPLICABLE","","N: No","","IGF::CL,CT::IGF PSO SERVICES FOR THE STATE OF DELAWARE OPTION YEAR 2 - INCORPORATE NEW CLIN 2013 DE0071 TAS FOR 832 HOURS AT THE PRODUCTIVE RATE.","N: NO","1","NONE: NONE","70","0542","","","","","","","FRONTLINE SECURITY SERVICES, LLC","","","","","","","","","3111 HUBBARD RD","","","HYATTSVILLE","MD","207852022","USA: UNITED STATES OF AMERICA","MD","04","04","196900596","207852022","196900596","196900596","3014528595","","10/03/2008","08/27/2014","FRONTLINE SECURITY SERVICES, LLC","","","WILMINGTON","DE: Delaware","USA: UNITED STATES OF AMERICA","198013519","DE00","DE00","S","S206: HOUSEKEEPING- GUARD","","","561612","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","C: NOT A MANUFACTURED END PRODUCT","A: U.S. OWNED BUSINESS","7001: OFFICE OF PROCUREMENT OPERATIONS","HSHQE316J00022","P00002","0",2016,"7001","HSHQE314D00001","0","","D: FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES",":","6","A: COMMERCIAL ITEM","N: NO","","N","","NP: NEGOTIATED PROPOSAL/QUOTE","SDVOSBC: SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE","N","NONE: NO PREFERENCE USED","Y","","","CORPORATE NOT TAX EXEMPT",65,5000000,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,"S: SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","Y",N,N,N,N,N,N,N,"N","Y","N","","false","N","N","Y","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","N: NO","Y","N","N","","","","","","","","","","","","X: NOT APPLICABLE",9/28/2016
D4FCE1E3-D104-4AF9-BF73-5416B77B802B,"Active",1000.50,"","","1500: Department of Justice","1524: DRUG ENFORCEMENT ADMINISTRATION","1500: Department of Justice","1524: DRUG ENFORCEMENT ADMINISTRATION","15DDPH: PHILADELPHIA, PA DIVISION OFFICE","1524: DRUG ENFORCEMENT ADMINISTRATION","15DDPH: PHILADELPHIA, PA DIVISION OFFICE","X",07/06/2016,07/06/2016,09/30/2016,09/30/2019,"","PO Purchase Order","C: FUNDING ONLY ACTION","J: FIRM FIXED PRICE","","B: PLAN NOT REQUIRED","","","N: NO - SERVICE WHERE PBA IS NOT USED.","","X: NOT APPLICABLE","","","","IGF::CT::IGF - MONITORING OF THE OFFICE INTRUSION AND FIRE ALARM SYSTEMS.","N: NO","1","NONE: NONE","15","1100","000","","","","","","SECURITY INSTRUMENT CORP OF DELAWARE","","","","","","","","","309 W NEWPORT PIKE","","","WILMINGTON","DE","198043154","USA: UNITED STATES OF AMERICA","DE","00","00","048611354","19804","048611354","048611354","3026335621","3029982718","02/11/2004","06/21/2016","SECURITY INSTRUMENT CORP OF DELAWARE","","","NEW CASTLE","DE: Delaware","USA: UNITED STATES OF AMERICA","197208402","DE00","DE00","S","S211: HOUSEKEEPING- SURVEILLANCE","","","561621","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","C: NOT A MANUFACTURED END PRODUCT","A: U.S. OWNED BUSINESS","1524: DRUG ENFORCEMENT ADMINISTRATION","DJD16PHP0011","5","0",2016,"","","","","C: NOT COMPETED","UNQ: UNIQUE SOURCE","1","A: COMMERCIAL ITEM","N: NO","","N","","SSS: ONLY ONE SOURCE","NONE: NO SET ASIDE USED.","N","NONE: NO PREFERENCE USED","X","","","CORPORATE NOT TAX EXEMPT",90,9000000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,"S: SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","Y",N,N,N,N,N,N,N,"N","N","N","","false","N","N","N","","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","X: NOT APPLICABLE","X","X","N","","","","","","","","","","","","X: NOT APPLICABLE",7/8/2016
7A8FA88F-E276-45F6-864D-3B85E515C44D,"Active",652985.00,652985.00,652985.00,"1600: Department of Labor","1630: EMPLOYMENT AND TRAINING ADMINISTRATION","1600: Department of Labor","1630: EMPLOYMENT AND TRAINING ADMINISTRATION","1630J2: DOL PHILA JC REG PROC CONT MGMT","1631: OFFICE OF JOB CORPS","1631A6: DOL(JC)-WILMINGTON JOB CORPS CENTER","X",05/18/2016,05/18/2016,07/31/2016,07/31/2016,"","DCA Definitive Contract","C: FUNDING ONLY ACTION","V: COST PLUS INCENTIVE FEE","0.00","C: PLAN REQUIRED - INCENTIVE NOT INCLUDED","","Y: YES","N: NO - SERVICE WHERE PBA IS NOT USED.","","X: NOT APPLICABLE","Z: NOT APPLICABLE","Y: Yes","Y","FOP #274 DEF # 97185 COMMUNICATIONS SERVER RELOCATION FOP #274 DEF #98246 REPAIR STUDENT PARKING LOT FOP #263 APPROVED SAFETY AND SECURITY ITEMS","N: NO","1","NONE: NONE","16","0181","000","","","","","","MANAGEMENT & TRAINING CORPORATION","M T C","MANAGEMENT &amp; TRAINING CORPORATION","","","","","","","500 N MARKET PLACE DR STE 100","","","CENTERVILLE","UT","840141708","USA: UNITED STATES OF AMERICA","UT","02","02","039203740","840141708","039203740","039203740","8016932750","8016932900","09/19/2003","07/21/2011","MANAGEMENT & TRAINING CORPORATION","","","WILMINGTON","DE: Delaware","USA: UNITED STATES OF AMERICA","198022362","DE00","DE00","M","M139: OPER OF GOVT OTHER EDUCATIONAL BLDG","","","611519","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","C: NOT A MANUFACTURED END PRODUCT","A: U.S. OWNED BUSINESS","1630: EMPLOYMENT AND TRAINING ADMINISTRATION","DOLJ11PA00004","31","0",2016,"","","","","A: FULL AND OPEN COMPETITION",":","1","D: COMMERCIAL ITEM PROCEDURES NOT USED","N: NO","","N","","NP: NEGOTIATED PROPOSAL/QUOTE","NONE: NO SET ASIDE USED.","N","NONE: NO PREFERENCE USED","Y","","","OTHER",8749,512483424,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,"O: OTHER THAN SMALL BUSINESS","N","N","N",N,N,N,N,N,"","Y","N","N",N,N,N,N,N,N,N,"Y","N","N","","false","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","N: NO","N","N","N","","","","","","","","","","","","X: NOT APPLICABLE",8/5/2016
F35CBEAB-F7F5-42F3-AC44-072477D65406,"Active",497000.00,673536.63,"","3100: Nuclear Regulatory Commission","3100: NUCLEAR REGULATORY COMMISSION","3100: Nuclear Regulatory Commission","3100: NUCLEAR REGULATORY COMMISSION","313100: NUCLEAR REGULATORY COMMISSION","3100: NUCLEAR REGULATORY COMMISSION","313100: NUCLEAR REGULATORY COMMISSION","X",04/25/2016,09/25/2016,09/24/2017,09/24/2018,"","BPA Call Blanket Purchase Agreement","G: EXERCISE AN OPTION","Z: LABOR HOURS","","","","","N: NO - SERVICE WHERE PBA IS NOT USED.","ITS - IV&amp;V","X: NOT APPLICABLE","","","","IGF::OT::IGF CSO SENIOR INFORMATION TECHNOLOGY SECURITY OFFICER INFORMATION TECHNOLOGY SOLUTIONS INDEPENDENT VERIFICATION AND VALIDATION SUPPORT (ITS-IV&V)","N: NO","1","NONE: NONE","31","0200","","","","","","","AEGISNET INCORPORATED","AEGIS.NET","AEGISNET INCORPORATED","","","","","","","42 READS WAY","","","NEW CASTLE","DE","197201649","USA: UNITED STATES OF AMERICA","DE","00","00","1528583580000PR","221021621","152858358","020494733","7038936020","7038936160","07/20/2004","06/24/2006","AEGIS.NET, INC","","","ROCKVILLE","MD: Maryland","USA: UNITED STATES OF AMERICA","208524554","MD06","MD06","D","D306: IT AND TELECOM- SYSTEMS ANALYSIS","","","541519","","N: Transaction does not use GFE/GFP","E: NOT REQUIRED","C: NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED","","D: NOT A BUNDLED REQUIREMENT","N: N","USA: UNITED STATES","C: NOT A MANUFACTURED END PRODUCT","A: U.S. OWNED BUSINESS","3100: NUCLEAR REGULATORY COMMISSION","NRCHQ7S15O0001","M0002","0",2016,"3100","NRCHQ1015A0005","0","","A: FULL AND OPEN COMPETITION",":","3","D: COMMERCIAL ITEM PROCEDURES NOT USED","N: NO","","N","","MAFO: SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY","NONE: NO SET ASIDE USED.","N","NONE: NO PREFERENCE USED","","","FAIR","",15,1700000,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,"S: SMALL BUSINESS","N","N","N",N,N,N,N,N,"","N","N","N",N,N,N,N,N,N,N,"N","N","N","","false","N","N","N","","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","N","N","N","N","N","N","N","N","N","N","","","","","X: NOT APPLICABLE","X","X","N","","","","","","","","","","","","X: NOT APPLICABLE",4/25/2016
